id,name,investor,total_scale_area,operating_time,start_year,price,building_density,address,address_code,ward_commune,district,city,type_ward,type_district,type_city,city_code,economic_zone,latitude,longitude
390,Khu công nghiệp Dầu khí Long Sơn - Bà Rịa Vũng Tàu,LONGSON-IP-BRVT,850ha, , ,100 USD/m2 Giá chưa bao gồm VAT,60 (%),"Xã Long Sơn , TP. Vũng Tàu, tỉnh Bà Rịa – Vũng Tàu",26545,Xã Long Sơn,Thành phố Vũng Tàu,Tỉnh Bà Rịa - Vũng Tàu,Xã,Thành phố,Tỉnh,77,ĐÔNG NAM BỘ,10.457772,107.0961614
391,Khu công nghiệp Hiệp Phước - Thành phố Hồ Chí Minh,HIEPPHUOC-IP-HCM,1686ha, ,1996,100 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Long Thới và xã Hiệp Phước, huyện Nhà Bè, thành Phố Hồ Chí Minh",27658,Xã Long Thới,Huyện Nhà Bè,Thành phố Hồ Chí Minh,Xã,Huyện,Thành phố,79,ĐÔNG NAM BỘ,,
391,, , , , , , ,"Xã Long Thới và xã Hiệp Phước, huyện Nhà Bè, thành Phố Hồ Chí Minh",27661,Xã Hiệp Phước,Huyện Nhà Bè,Thành phố Hồ Chí Minh,Xã,Huyện,Thành phố,79,ĐÔNG NAM BỘ,,
392,Khu công nghiệp Hòa Phú mở rộng - Tỉnh Bắc Giang,HOAPHUMR-IP-BG,85ha,2066,2022,135 USD/m2 Giá chưa bao gồm VAT,70 (%),"xã Mai Đình và xã Hương Lâm, huyện Hiệp Hòa, tỉnh Bắc Giang",07885,Xã Mai Đình,Huyện Hiệp Hòa,Tỉnh Bắc Giang,Xã,Huyện,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
392,,,, , ,,,"xã Mai Đình và xã Hương Lâm, huyện Hiệp Hòa, tỉnh Bắc Giang",07876,Xã Hương Lâm,Huyện Hiệp Hòa,Tỉnh Bắc Giang,Xã,Huyện,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
393,Khu công nghiệp Minh Đức,MINHDUC-IP-HY,198 ha,2057,2007,120 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Minh Đức, xã Bạch Sam và xã Ngọc Lâm, huyện Mỹ Hào, Tỉnh Hưng Yên",12136,Xã Ngọc Lâm,Thị xã Mỹ Hào,Tỉnh Hưng Yên,Xã,Thị xã,Tỉnh,33,ĐỒNG BẰNG SÔNG HỒNG,,
393,,,, , ,,,"Xã Minh Đức, xã Bạch Sam và xã Ngọc Lâm, huyện Mỹ Hào, Tỉnh Hưng Yên",12127,Phường Minh Đức,Thị xã Mỹ Hào,Tỉnh Hưng Yên,Phường,Thị xã,Tỉnh,33,ĐỒNG BẰNG SÔNG HỒNG,,
393,, , , , , , ,"Xã Minh Đức, xã Bạch Sam và xã Ngọc Lâm, huyện Mỹ Hào, Tỉnh Hưng Yên",12124,Phường Bạch Sam,Thị xã Mỹ Hào,Tỉnh Hưng Yên,Phường,Thị xã,Tỉnh,33,ĐỒNG BẰNG SÔNG HỒNG,,
394,Khu Công nghiệp Mai Sơn - Sơn la,MAISON - IP - SL,150ha, , ,20 USD/m2 Chưa bao gồm VAT,60 (%),"xã Mường Bon, huyện Mai Sơn, tỉnh Sơn La",04126,Xã Mường Bon,Huyện Mai Sơn,Tỉnh Sơn La,Xã,Huyện,Tỉnh,14,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
395,Khu công nghiệp Đức Hòa III Cali Long Đức - Long An,DUCHOAIIICALILONGDUC-IP-LA,175.27ha, , ,60 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Mỹ Hạnh Bắc, huyện Đức Hòa, tỉnh Long An",27964,Xã Mỹ Hạnh Bắc,Huyện Đức Hòa,Tỉnh Long An,Xã,Huyện,Tỉnh,80,ĐỒNG BẰNG SÔNG CỬU LONG,10.8781954,106.4913901
396, Khu công nghiệp Đức Hòa III Liên Thành - Long An,DUCHOAIIILIENTHANH-IP-LA,91.935ha, , ,60 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Mỹ Hạnh Bắc, huyện Đức Hòa, tỉnh Long An",27964,Xã Mỹ Hạnh Bắc,Huyện Đức Hòa,Tỉnh Long An,Xã,Huyện,Tỉnh,80,ĐỒNG BẰNG SÔNG CỬU LONG,10.8781954,106.4913901
397,Khu công nghiệp Đức Hoà III RESCO - Long An,DUCHOAIIIRESCO-IP-LA,362.66ha, ,2008,55 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Mỹ Hạnh Bắc, huyện Đức Hòa, tỉnh Long An",27964,Xã Mỹ Hạnh Bắc,Huyện Đức Hòa,Tỉnh Long An,Xã,Huyện,Tỉnh,80,ĐỒNG BẰNG SÔNG CỬU LONG,10.8781954,106.4913901
398,Khu công nghiệp Đức Hòa III Long Việt - Long An,DUCHOAIIILONGVIET-IP-LA,87ha, , ,60 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Mỹ Hạnh Nam, huyện Đức Hòa, tỉnh Long An",27976,Xã Mỹ Hạnh Nam,Huyện Đức Hòa,Tỉnh Long An,Xã,Huyện,Tỉnh,80,ĐỒNG BẰNG SÔNG CỬU LONG,10.8640461,106.4917002
399,Khu công nghiệp Mỹ Thuận - tỉnh Nam Định,KCNMYTHUANIP-NAMDINH,"158,48ha",2071,2021,105 USD/m2 Giá chưa bao gồm VAT,60 (%),"Xã Mỹ Thuận, Mỹ Thịnh huyện Mỹ Lộc và xã Hiển Khánh huyện Vụ Bản, Nam Định.",13732,Xã Mỹ Thuận,Thành phố Nam Định,Tỉnh Nam Định,Xã,Thành phố,Tỉnh,36,ĐỒNG BẰNG SÔNG HỒNG,,
399,, , , , , , ,"Xã Mỹ Thuận, Mỹ Thịnh huyện Mỹ Lộc và xã Hiển Khánh huyện Vụ Bản, Nam Định.",13735,Xã Mỹ Lộc,Thành phố Nam Định,Tỉnh Nam Định,Xã,Thành phố,Tỉnh,36,ĐỒNG BẰNG SÔNG HỒNG,,
399,, , , , , , ,"Xã Mỹ Thuận, Mỹ Thịnh huyện Mỹ Lộc và xã Hiển Khánh huyện Vụ Bản, Nam Định.",13747,Xã Hiển Khánh,Huyện Vụ Bản,Tỉnh Nam Định,Xã,Huyện,Tỉnh,36,ĐỒNG BẰNG SÔNG HỒNG,,
400,Khu công nghiệp Mỹ Trung - Nam Định,MYTRUNG-IP-ND,150ha, ,2006,"60 USD/m2 Không thay đổi trong vòng 2 năm, chưa bao gồm VAT",60 (%),"Xã Mỹ Trung, Huyện Mỹ Lộc, tỉnh Nam Định",13720,Xã Mỹ Trung,Thành phố Nam Định,Tỉnh Nam Định,Xã,Thành phố,Tỉnh,36,ĐỒNG BẰNG SÔNG HỒNG,,
401,Khu công nghiệp Nam Cấm - Nghệ An,NAMCAM-IP-NA,327ha, ,2004,60 USD/m2 Chưa bao gồm VAT,80 (%,"Xã Nghi Xá, Huyện Nghi Lộc, Tỉnh Nghệ An",17869,Xã Nghi Xá,Huyện Nghi Lộc,Tỉnh Nghệ An,Xã,Huyện,Tỉnh,40,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,18.7439398,105.7071796
402,Khu Công Nghiệp Châu Đức - Bà Rịa Vũng Tàu,CHAUDUC-IP-VT,2287 ha,2058,2008,80 USD/m2 Giá chưa bao gồm VAT,60 (%),"xã Nghĩa Thành, Suối Nghệ, huyện Châu Đức, tỉnh Bà Rịa - Vũng Tàu, Việt Nam",26581,Xã Suối Nghệ,Huyện Châu Đức,Tỉnh Bà Rịa - Vũng Tàu,Xã,Huyện,Tỉnh,77,ĐÔNG NAM BỘ,10.5678017,107.2114536
402,,,, , ,,,"xã Nghĩa Thành, Suối Nghệ, huyện Châu Đức, tỉnh Bà Rịa - Vũng Tàu, Việt Nam",26617,Xã Nghĩa Thành,Huyện Châu Đức,Tỉnh Bà Rịa - Vũng Tàu,Xã,Huyện,Tỉnh,77,ĐÔNG NAM BỘ,10.5678017,107.2114536
403,Khu công nghiệp Hưng Đạo,Ban Quản lý KCN tỉnh Hải Dương,200 ha, ,2020,0 USD/m2 Giá chưa bao gồm VAT,60 (%),"Xã Ngọc Kỳ,  Hưng Đạo và Tái Sơn, huyện Tứ Kỳ, tỉnh Hải Dương",11098,Xã Kỳ Sơn,Huyện Tứ Kỳ,Tỉnh Hải Dương,Xã,Huyện,Tỉnh,30,ĐỒNG BẰNG SÔNG HỒNG,,
403,, , , , , , ,"Xã Ngọc Kỳ,  Hưng Đạo và Tái Sơn, huyện Tứ Kỳ, tỉnh Hải Dương",11098,Xã Kỳ Sơn,Huyện Tứ Kỳ,Tỉnh Hải Dương,Xã,Huyện,Tỉnh,30,ĐỒNG BẰNG SÔNG HỒNG,,
403,, , , , , , ,"Xã Ngọc Kỳ,  Hưng Đạo và Tái Sơn, huyện Tứ Kỳ, tỉnh Hải Dương",11086,Xã Hưng Đạo,Huyện Tứ Kỳ,Tỉnh Hải Dương,Xã,Huyện,Tỉnh,30,ĐỒNG BẰNG SÔNG HỒNG,,
404,Khu công nghiệp Ngũ Phúc,NGUPHUC-IP-HP,"639,7 ha", ,2020,0 USD/m2 Giá chưa bao gồm VAT,60 (%),"Xã Ngũ Phúc, huyện Kiến Thụy, thành phố Hải Phòng",11710,Xã Ngũ Phúc,Huyện Kiến Thuỵ,Thành phố Hải Phòng,Xã,Huyện,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,20.7350844,106.6211986
405,Khu công nghiệp Long Hậu Hòa Bình - Long An,LONGHAUHOABINH-IP-LA,118ha, ,2008,55 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Nhị Thành, huyện Thủ Thừa, tỉnh Long An",28057,Xã Nhị Thành,Huyện Thủ Thừa,Tỉnh Long An,Xã,Huyện,Tỉnh,80,ĐỒNG BẰNG SÔNG CỬU LONG,10.6069373,106.4264949
406,Khu công nghiệp Nhơn Hội A,NHONHOIA-IP-BDD,630ha, ,2006,20 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Nhơn Hội, thành phố Quy Nhơn, tỉnh Bình Định",21601,Xã Nhơn Hội,Thành phố Quy Nhơn,Tỉnh Bình Định,Xã,Thành phố,Tỉnh,52,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,13.8816491,109.2490523
407,Khu công nghiệp Nhuận Trạch- Hòa Bình,"Công ty TNHH Hòa Phú, Hòa Bình",219ha, , ,60 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Nhuận Trạch, huyện Lương Sơn, tỉnh Hòa Bìn",04954,Xã Nhuận Trạch,Huyện Lương Sơn,Tỉnh Hoà Bình,Xã,Huyện,Tỉnh,17,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
408,Khu Công nghiệp Phúc Sơn - Ninh Bình,PHUCSON-IP-NB,142ha, ,2011,52 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Ninh Phúc và phường Ninh Sơn, thành phố Ninh Bình, tỉnh Ninh Bình",14353,Xã Ninh Phúc,Thành phố Hoa Lư,Tỉnh Ninh Bình,Xã,Thành phố,Tỉnh,37,ĐỒNG BẰNG SÔNG HỒNG,,
408,, , , , , , ,"Xã Ninh Phúc và phường Ninh Sơn, thành phố Ninh Bình, tỉnh Ninh Bình",14356,Phường Ninh Sơn,Thành phố Hoa Lư,Tỉnh Ninh Bình,Phường,Thành phố,Tỉnh,37,ĐỒNG BẰNG SÔNG HỒNG,,
409,Khu công nghiệp Phong Phú - Thành phố Hồ Chí Min,PHONGPHU-IP-HCM,148ha, ,2010,0 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Phong Phú, huyện Bình Chánh, thành phố Hồ Chí Minh",27622,Xã Phong Phú,Huyện Bình Chánh,Thành phố Hồ Chí Minh,Xã,Huyện,Thành phố,79,ĐÔNG NAM BỘ,10.6968222,106.6546923
410,Khu Công nghiệp Phú Hội - Lâm Đồn,PHUHOI - IP - LD,174ha, ,2005,20 USD/m2 Chưa bao gồm VAT,60 (%),"xã Phú Hội, huyện Đức Trọng, tỉnh Lâm Đồng",24982,Xã Phú Hội,Huyện Đức Trọng,Tỉnh Lâm Đồng,Xã,Huyện,Tỉnh,68,TÂY NGUYÊN,11.6839102,108.3307153
411,Khu Công nghiệp Tân Phú - Lâm Đồng,TANPHU - IP - LD,473ha, ,2020,10 USD/m2 Chưa bao gồm VAT,60 (%),"xã Phú Hội, huyện Đức Trọng, tỉnh Lâm Đồng",24982,Xã Phú Hội,Huyện Đức Trọng,Tỉnh Lâm Đồng,Xã,Huyện,Tỉnh,68,TÂY NGUYÊN,11.6839102,108.3307153
412,Cụm Công nghiệp Phú Hữu A - Hậu Giang,PHUHUU A - EZ-HG,558.41ha, , ,68 USD/m2 không thay đổi trong vòng 2 năm,60 (%),"Xã Phú Hữu,Huyện Châu Thành , tỉnh Hậu Giang",31378,Xã Phú Hữu,Huyện Châu Thành,Tỉnh Hậu Giang,Xã,Huyện,Tỉnh,93,ĐỒNG BẰNG SÔNG CỬU LONG,9.9167608,105.8359231
413,Khu công nghiệp Phú Nghĩa,Công ty Cổ phần tập đoàn Phú Mỹ,170 ha,2057,2007,100 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Phú Nghĩa, huyện Chương Mỹ, Hà Nội",10033,Xã Phú Nghĩa,Huyện Chương Mỹ,Thành phố Hà Nội,Xã,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,20.9329176,105.65818244646758
414,Khu công nghiệp Phú Nghĩa mở rộng,PHUNGHIAMORONGIP-HANOI,389 ha, , ,0 USD/m2,60 (%),"xã Phú Nghĩa, Ngọc Hòa và Trường Yên, huyện Chương Mỹ, thành phố Hà Nội",10039,Xã Trường Yên,Huyện Chương Mỹ,Thành phố Hà Nội,Xã,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,,
414,,,, , ,,,"xã Phú Nghĩa, Ngọc Hòa và Trường Yên, huyện Chương Mỹ, thành phố Hà Nội",10033,Xã Phú Nghĩa,Huyện Chương Mỹ,Thành phố Hà Nội,Xã,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,,
414,, , , , , , ,"xã Phú Nghĩa, Ngọc Hòa và Trường Yên, huyện Chương Mỹ, thành phố Hà Nội",10042,Xã Ngọc Hòa,Huyện Chương Mỹ,Thành phố Hà Nội,Xã,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,,
415,Khu công nghiệp Tằng Loỏng - Lào Cai,Ban Quản lý các khu công nghiệp tỉnh Lào Cai,700ha, , ,60 USD/m2 Chưa bao gồm VAT,60 (%),"xã Phú Nhuận và thị trấn Tằng Loỏng, huyện Bảo Thắng, tỉnh Lào Cai.",02944,Xã Phú Nhuận,Huyện Bảo Thắng,Tỉnh Lào Cai,Xã,Huyện,Tỉnh,10,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
415,, , , , , , ,"xã Phú Nhuận và thị trấn Tằng Loỏng, huyện Bảo Thắng, tỉnh Lào Cai.",02908,Thị trấn Tằng Loỏng,Huyện Bảo Thắng,Tỉnh Lào Cai,Thị trấn,Huyện,Tỉnh,10,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
416,Khu công nghiệp Phú Thuận - Tỉnh Bến Tre,PHUTHUAN-IP-BT,232ha,2067,2017,60 USD/m2 Giá thuê chưa bao gồm VAT,70 (%),"xã Phú Thuận và xã Long Định, huyện Bình Đại, tỉnh Bến Tre",29062,Xã Phú Thuận,Huyện Bình Đại,Tỉnh Bến Tre,Xã,Huyện,Tỉnh,83,ĐỒNG BẰNG SÔNG CỬU LONG,,
416,, , , , , , ,"xã Phú Thuận và xã Long Định, huyện Bình Đại, tỉnh Bến Tre",29056,Xã Long Định,Huyện Bình Đại,Tỉnh Bến Tre,Xã,Huyện,Tỉnh,83,ĐỒNG BẰNG SÔNG CỬU LONG,,
417,Khu công nghiệp Phúc Sơn - Bắc Giang,PHUCSON-IP-BG,"123,94 ha",2074,2024,0 USD/m2 Giá thuê chưa bao gồm VAT,70 (%),"xã Phúc Sơn và xã Lam Cốt, huyện Tân Yên, tỉnh Bắc Giang",07318,Xã Phúc Sơn,Huyện Tân Yên,Tỉnh Bắc Giang,Xã,Huyện,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
417, , , , , , , ,"xã Phúc Sơn và xã Lam Cốt, huyện Tân Yên, tỉnh Bắc Giang",07333,Xã Lam Cốt,Huyện Tân Yên,Tỉnh Bắc Giang,Xã,Huyện,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
418,Khu công nghiệp Phước Đông - Tây Ninh,PHUOCDONG-IP-TN,2190ha, , ,0 USD/m2 Chưa bao gồm VAT,60 (%),"xã Phước Đông, huyện Gò Dầu, tỉnh Tây Ninh",25672,Xã Phước Đông,Huyện Gò Dầu,Tỉnh Tây Ninh,Xã,Huyện,Tỉnh,72,ĐÔNG NAM BỘ,11.1163835,106.3252159
419,Khu công nghiệp Cái Mép - Bà Rịa Vũng Tàu,CAIMEP-IP-BRVT,670ha,2052,2002,80 USD/m2 Giá chưa bao gồm VAT,60 (%),"xã Phước Hòa, huyện Tân Thành, tỉnh Bà Rịa – Vũng Tàu",26713,Phường Phước Hòa,Thành phố Phú Mỹ,Tỉnh Bà Rịa - Vũng Tàu,Phường,Thành phố,Tỉnh,77,ĐÔNG NAM BỘ,,
420,Khu công nghiệp chuyên sâu Phú Mỹ 3 - Bà Rịa Vũng Tàu,PHUMYIII-IP-BRVT,999ha,2077,2007,210 USD/m2 Giá chưa bao gồm VAT,70 (%),"Xã Phước Hòa, huyện Tân Thành, tỉnh Bà Rịa - Vũng Tàu, Việt Nam",26713,Phường Phước Hòa,Thành phố Phú Mỹ,Tỉnh Bà Rịa - Vũng Tàu,Phường,Thành phố,Tỉnh,77,ĐÔNG NAM BỘ,,
421,Khu công nghiệp Đất Đỏ 1 - Bà Rịa Vũng Tàu,DATDO-IP-BRVT,496.22ha,2059,2009,70 USD/m2 Giá chưa bao gồm VAT,60 (%),"Xã Phước Long Thọ, Huyện Đất Đỏ, Tỉnh Bà Rịa Vũng Tàu",26683,Xã Phước Long Thọ,Huyện Long Đất,Tỉnh Bà Rịa - Vũng Tàu,Xã,Huyện,Tỉnh,77,ĐÔNG NAM BỘ,10.500786699999999,107.3153867694132
422,Khu công nghiệp Quế Võ - Tỉnh Bắc Ninh, QUEVO1-IP-BN,611.6ha,2052,2002,100 USD/m2 chưa bao gồm VAT,60 (%),"xã Phương Liễu, Vân Dương, Nam Sơn, huyện Quế Võ, tỉnh Bắc Ninh",09265,Phường Phương Liễu,Thị xã Quế Võ,Tỉnh Bắc Ninh,Phường,Thị xã,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
423,Khu công nghiệp Đắc Tô - Kon Tum,ĐACTO - IP - KT,150ha, ,2013,20 USD/m2 Chưa bao gồm VA,60 (%),Xã Pôkô- huyện Đắk Tô – Tỉnh Kon Tum,23443,Xã Pôkô,Huyện Đắk Tô,Tỉnh Kon Tum,Xã,Huyện,Tỉnh,62,TÂY NGUYÊN,,
424,Khu Công nghiệp Tam Điệp II - Ninh Bình,TAMDIEPII-IP-NB,386ha, ,2014,50 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Quang Sơn, phường Tây Sơn, thành phố Tam Điệp, tỉnh Ninh Bình",14369,Xã Tây Sơn,Thành phố Tam Điệp,Tỉnh Ninh Bình,Xã,Thành phố,Tỉnh,37,ĐỒNG BẰNG SÔNG HỒNG,,
424,, , , , , , ,"Xã Quang Sơn, phường Tây Sơn, thành phố Tam Điệp, tỉnh Ninh Bình",14369,Phường Tây Sơn,Thành phố Tam Điệp,Tỉnh Ninh Bình,Phường,Thành phố,Tỉnh,37,ĐỒNG BẰNG SÔNG HỒNG,,
425,Khu Công nghiệp Tam Điệp I - Ninh Bình,TAMDIEPI-IP-NB,357ha, ,2007,50 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Quang Sơn, phường Tây Sơn, thành phố Tam Điệp, tỉnh Ninh Bình",14369,Xã Tây Sơn,Thành phố Tam Điệp,Tỉnh Ninh Bình,Xã,Thành phố,Tỉnh,37,ĐỒNG BẰNG SÔNG HỒNG,,
425,, , , , , , ,"Xã Quang Sơn, phường Tây Sơn, thành phố Tam Điệp, tỉnh Ninh Bình",14369,Phường Tây Sơn,Thành phố Tam Điệp,Tỉnh Ninh Bình,Phường,Thành phố,Tỉnh,37,ĐỒNG BẰNG SÔNG HỒNG,,
426,Khu công nghiệp Nội Bài,Tổng Công ty TNHH phát triển Nội Bài (Liên doanh Công ty Xây dựng Công nghiệp Hà Nội và Công ty Renong-Malaysia),116ha,2044,1994,120 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Quang Tiến, Huyện Sóc Sơn",00409,Xã Quang Tiến,Huyện Sóc Sơn,Thành phố Hà Nội,Xã,Huyện,Thành phố,1,ĐỒNG BẰNG SÔNG HỒNG,21.2381645,105.8052746
427,Khu công nghiệp Cầu Cựu - Hải Phòng,CAUCUU-IP-HP,106ha,2070, ,0 USD/m2,60 (%),"Xã Quang Trung, huyện An Lão, Hải Phòng",11647,Xã Quang Trung,Huyện An Lão,Thành phố Hải Phòng,Xã,Huyện,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,20.8113228,106.5257548
428,Cụm công nghiệp Nông Sơn - Quảng Nam,NONGSON-IZ-QNA,152ha, , ,20 USD/m2 giá chưa bao gồm VAT,60 (%),"xã Quế Trung, huyện Nông Sơn, tỉnh Quảng Nam",20656,Thị trấn Trung Phước,Huyện Quế Sơn,Tỉnh Quảng Nam,Thị trấn,Huyện,Tỉnh,49,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
429,Khu công nghiệp An Phát 1 - Tỉnh Hải Dương,ANPHAT1-IP-HD,180ha,2071,2021,100 USD/m2 Giá chưa bao gồm VAT,60 (%),"Xã Quốc Tuấn, Xã An Bình và Xã An Lâm, Huyện Nam Sách, tỉnh Hải Dương",10621,Xã Quốc Tuấn,Huyện Nam Sách,Tỉnh Hải Dương,Xã,Huyện,Tỉnh,30,ĐỒNG BẰNG SÔNG HỒNG,,
429,, , , , , , ,"Xã Quốc Tuấn, Xã An Bình và Xã An Lâm, Huyện Nam Sách, tỉnh Hải Dương",10645,Xã An Lâm,Huyện Nam Sách,Tỉnh Hải Dương,Xã,Huyện,Tỉnh,30,ĐỒNG BẰNG SÔNG HỒNG,,
429,, , , , , , ,"Xã Quốc Tuấn, Xã An Bình và Xã An Lâm, Huyện Nam Sách, tỉnh Hải Dương",10630,Xã An Bình,Huyện Nam Sách,Tỉnh Hải Dương,Xã,Huyện,Tỉnh,30,ĐỒNG BẰNG SÔNG HỒNG,,
430,Khu Công nghiệp Sơn Nam - Tuyên Quang,SONNAM-IP-TQ,150ha, ,2010,20 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Sơn Nam, huyện Sơn Dương, tỉnh Tuyên Quang",02620,Xã Sơn Nam,Huyện Sơn Dương,Tỉnh Tuyên Quang,Xã,Huyện,Tỉnh,8,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,21.5487284,105.4720492
431,Khu công nghiệp Amata City Long Thành,Tập Đoàn Amata,410 ha, , ,200 USD/m2 Giá chưa bao gồm VAT,70 (%),"Xã Tam An & Xã An Phước, Thị trấn Long Thành cùng với 1 phần xã Phước Điền – huyện Nhơn Trạch, Tỉnh Đồng Nai",26398,Xã Tam An,Huyện Long Thành,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
431,, , , , , , ,"Xã Tam An & Xã An Phước, Thị trấn Long Thành cùng với 1 phần xã Phước Điền – huyện Nhơn Trạch, Tỉnh Đồng Nai",26383,Xã An Phước,Huyện Long Thành,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
431,, , , , , , ,"Xã Tam An & Xã An Phước, Thị trấn Long Thành cùng với 1 phần xã Phước Điền – huyện Nhơn Trạch, Tỉnh Đồng Nai",26368,Thị trấn Long Thành,Huyện Long Thành,Tỉnh Đồng Nai,Thị trấn,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
431,, , , , , , ,"Xã Tam An & Xã An Phước, Thị trấn Long Thành cùng với 1 phần xã Phước Thiền – huyện Nhơn Trạch, Tỉnh Đồng Nai",26470,Xã Phước Thiền,Huyện Nhơn Trạch,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
432,Khu công nghiệp Tam Anh - Quảng Nam,TAMANH-IP-QNA,200ha, ,2015,25 USD/m2 Chưa bao gồm VAT,60 (%),"Xã Tam Anh, huyện Núi Thành, tỉnh Quảng Nam",20983,Xã Tam Anh Bắc,Huyện Núi Thành,Tỉnh Quảng Nam,Xã,Huyện,Tỉnh,49,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
433,Khu Công nghiệp Phú Xuân - Quảng Nam,PHUXUAN-IP-QNA,365ha,2057,2007,30 USD/m2 giá chưa bao gồm VAT,60 (%),"xã Tam Đàn, huyện Phú Ninh, tỉnh Quảng Nam",20374,Xã Tam Đàn,Huyện Phú Ninh,Tỉnh Quảng Nam,Xã,Huyện,Tỉnh,49,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
434,Khu công nghiệp Thuận Yên - Quảng Nam,THUANYEN-IP-QNA,230ha,2056,2006,30 USD/m2 giá chưa bao gồm VAT,60 (%),"Xã Tam Đàn, thành phố Tam Kỳ, tỉnh Quảng Nam",20374,Xã Tam Đàn,Huyện Phú Ninh,Tỉnh Quảng Nam,Xã,Huyện,Tỉnh,49,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
435,Khu công nghiệp Yên Phong 2A,Công ty cổ phần hạ tầng Western Pacific,"151,27 ha",2071,2021,170 USD/m2 Giá chưa bao gồm VAT,60 (%),"Xã Tam Giang và xã Hòa Tiến, huyện Yên Phong, tỉnh Bắc Ninh",09202,Xã Tam Giang,Huyện Yên Phong,Tỉnh Bắc Ninh,Xã,Huyện,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
435,, , , , , , ,"Xã Tam Giang và xã Hòa Tiến, huyện Yên Phong, tỉnh Bắc Ninh",09211,Xã Hòa Tiến,Huyện Yên Phong,Tỉnh Bắc Ninh,Xã,Huyện,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
436,Khu công nghiệp Bắc Chu Lai - Quảng Nam,BACCHULAI-IP-QNA,361.4ha,2054, ,30 USD/m2 giá chưa bao gồm VAT,60 (%,"Xã Tam Hiệp, huyện Núi Thành, tỉnh Quảng Nam",20989,Xã Tam Hiệp,Huyện Núi Thành,Tỉnh Quảng Nam,Xã,Huyện,Tỉnh,49,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
437,Khu công nghiệp Chu Lai Trường Hải - Quảng Nam,CHULAITRUONGHAI-IP-QNA,250ha,2066,2016,30 USD/m2 giá chưa bao gồm VAT,60 (%),"Xã Tam Hiệp, huyện Núi Thành, tỉnh Quảng Nam",20989,Xã Tam Hiệp,Huyện Núi Thành,Tỉnh Quảng Nam,Xã,Huyện,Tỉnh,49,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
