id,name,investor,total_scale_area,operating_time,start_year,price,building_density,address,address_code,ward_commune,district,city,type_ward,type_district,type_city,city_code,economic_zone,latitude,longitude
244,, , , , , , ,"Thuộc Xã Ninh Xá, xã Trạm Lộ và xã Nghĩa Đạo, huyện Thuận Thành, tỉnh Bắc Ninh",09448,Xã Nghĩa Đạo,Thị xã Thuận Thành,Tỉnh Bắc Ninh,Xã,Thị xã,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
244,,,, , ,,,"Thuộc Xã Ninh Xá, xã Trạm Lộ và xã Nghĩa Đạo, huyện Thuận Thành, tỉnh Bắc Ninh",09445,Phường Ninh Xá,Thị xã Thuận Thành,Tỉnh Bắc Ninh,Phường,Thị xã,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
245,Khu công nghiệp Phan Thiết 2,Công ty TNHH Thép Trung Nguyên,"40,7 ha",2055, ,"50 USD/m2 Chưa bao gồm VAT, điều chỉnh 20% sau 5 năm",60 (%),"Thuộc Xã Phong Nẫm, TP. Phan Thiết và xã Hàm Liêm, huyện Hàm Thuận Bắc, tỉnh Bình Thuận",22960,Xã Phong Nẫm,Thành phố Phan Thiết,Tỉnh Bình Thuận,Xã,Thành phố,Tỉnh,60,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
245,, , , , , , ,"Thuộc Xã Phong Nẫm, TP. Phan Thiết và xã Hàm Liêm, huyện Hàm Thuận Bắc, tỉnh Bình Thuận",23095,Xã Hàm Liêm,Huyện Hàm Thuận Bắc,Tỉnh Bình Thuận,Xã,Huyện,Tỉnh,60,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
246,Khu công nghiệp Cà Ná, ,"827,2 ha", , ,30 USD/m2 Dự kiến,60 (%),"Thuộc Xã Phước Diêm, huyện Thuận Nam, tỉnh Ninh Thuận",22909,Xã Phước Diêm,Huyện Thuận Nam,Tỉnh Ninh Thuận,Xã,Huyện,Tỉnh,58,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
247,Khu công nghiệp Long Mỹ,Công ty CP Đầu Tư Và Xây Dựng Bình Định,"117,67 ha", ,2004,15 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc xã Phước Mỹ, thành phố Quy Nhơn, Tỉnh Bình Định",21991,Xã Phước Mỹ,Thành phố Quy Nhơn,Tỉnh Bình Định,Xã,Thành phố,Tỉnh,52,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
248,Khu công nghiệp Gò Dầu,Công ty Cổ phần Sonadezi Long Bình,210 ha, ,1995,160 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Phước Thái, huyện Long Thành, tỉnh Đồng Nai",226422,Xã Phước Thái,Huyện Long Thành,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
249,Khu công nghiệp Quang Châu,Công ty cổ phần KCN Sài Gòn – Bắc Giang,516 ha,2057,2006,150 USD/m2 Giá thuê chưa bao gồm VAT,60 (%),"Thuộc xã Quang Châu, xã Vân Trung và thị trấn Nênh, huyện Việt Yên, tỉnh Bắc Giang",07807,Xã Quang Châu,Thị Xã Việt Yên,Tỉnh Bắc Giang,Xã,Thị Xã,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
249,, , , , , , ,"Thuộc xã Quang Châu, xã Vân Trung và thị trấn Nênh, huyện Việt Yên, tỉnh Bắc Giang",07801,Phường Vân Trung,Thị Xã Việt Yên,Tỉnh Bắc Giang,Phường,Thị Xã,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
249,, , , , , , ,"Thuộc xã Quang Châu, xã Vân Trung và thị trấn Nênh, huyện Việt Yên, tỉnh Bắc Giang",07795,Phường Nếnh,Thị Xã Việt Yên,Tỉnh Bắc Giang,Phường,Thị Xã,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
250,Khu công nghiệp Bến Rừng,BENRUNG-IP-HP,1964 ha , ,2020,"100 USD/m2 Không thay đổi trong vòng 2 năm, chưa bao gồm VAT",60 (%),"Thuộc xã Quang Trung, huyện An Lão, thành phố Hải Phòng",11647,Xã Quang Trung,Huyện An Lão,Thành phố Hải Phòng,Xã,Huyện,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
251,Khu công nghiệp Đông Hồi,Công ty cổ phần xây dựng dầu khí Nghệ An,600 ha,2061,2011,30 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc xã Quỳnh Lộc – thị xã Hoàng Mai, tỉnh Nghệ An",17107,Xã Quỳnh Lộc,Thị xã Hoàng Mai,Tỉnh Nghệ An,Xã,Thị xã,Tỉnh,40,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
252,Khu công nghiệp Sơn Mỹ 2,SONMY 2-IP-BT,1024 ha, , ,80 USD/m2 Chưa bao gồm VAT,0.6 (%),"Thuộc Xã Sơn Mỹ, huyện Hàm Tân, tỉnh Bình Thuận",23266,Xã Sơn Mỹ,Huyện Hàm Tân,Tỉnh Bình Thuận,Xã,Huyện,Tỉnh,60,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
253,Khu công nghiệp Song Khê - Nội Hoàng,Công ty phát triển hạ tầng KCN tỉnh Bắc Giang,"149,9622 ha",2057,2007,100 USD/m2 Giá cho thuê chưa bao gồm VAT,60 (%),Thuộc xã Song Khê (thành phố Bắc Giang) và xã Nội Hoàng (huyện Yên Dũng),07705,Xã Song Khê,Thành phố Bắc Giang,Tỉnh Bắc Giang,Xã,Thành phố,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
253,, , , , , , ,Thuộc xã Song Khê (thành phố Bắc Giang) và xã Nội Hoàng (huyện Yên Dũng),07708,Xã Nội Hoàng,Thành phố Bắc Giang,Tỉnh Bắc Giang,Xã,Thành phố,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
254,Khu công nghiệp Suối Dầu,Công ty Thương mại và Đầu tư Khánh Hoà,"136,73 ha", ,1998,20 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Suối Tân, huyện Cam Lâm, tỉnh Khánh Hòa",22711,Xã Suối Tân,Huyện Cam Lâm,Tỉnh Khánh Hòa,Xã,Huyện,Tỉnh,56,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
255,Khu công nghiệp Yên Phong 2, ,1000 ha,2068,2018,160 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc Xã Tam Giang, Huyện Yên Phong, Tỉnh Bắc Ninh",09202,Xã Tam Giang,Huyện Yên Phong,Tỉnh Bắc Ninh,Xã,Huyện,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
256,Khu công nghiệp Tân Bình,Công ty Cổ phần Khu công nghiệp Tân Bình,"352,5 ha", ,2010,55 USD/m2 Chưa bao gồm VAT,70 (%),"Thuộc Xã Tân Bình, Huyện Bắc Tân Uyên, Tỉnh Bình Dương ",25900,Xã Tân Bình,Huyện Bắc Tân Uyên,Tỉnh Bình Dương,Xã,Huyện,Tỉnh,74,ĐÔNG NAM BỘ,,
257,Khu công nghiệp Đông Nam Á Long An,Công Ty Cổ Phần Khu Công Nghiệp Long An,560 ha, , ,60 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Tân Tập, Huyện Cần Giuộc, Tỉnh Long An",28207,Xã Tân Tập,Huyện Cần Giuộc,Tỉnh Long An,Xã,Huyện,Tỉnh,80,ĐỒNG BẰNG SÔNG CỬU LONG,,
258,Khu công nghiệp Đồng Xoài 1,Ban quản lý các KCN tỉnh Bình Phước,"153,49 ha", ,2006,50 USD/m2,0 (%),"Thuộc Xã Tân Thành, Thành Phố Đồng Xoài, Tỉnh Bình Phước ",25207,Xã Tân Thành,Thành phố Đồng Xoài,Tỉnh Bình Phước,Xã,Thành phố,Tỉnh,70,ĐÔNG NAM BỘ,,
259,Khu công nghiệp Việt Hàn,Công ty TNHH Vinasolar Technology (Trung Quốc),197 ha,2071,2021,140 USD/m2 Giá thuê chưa bao gồm VAT,70 (%),"Thuộc Xã Tăng Tiến và Xã Hồng Thái, thị trấn Nếnh, huyện Việt Yên, tỉnh Bắc Giang",07789,Phường Tăng Tiến,Thị Xã Việt Yên,Tỉnh Bắc Giang,Phường,Thị Xã,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
259,, , , , , , ,"Thuộc Xã Tăng Tiến và Xã Hồng Thái, thị trấn Nếnh, huyện Việt Yên, tỉnh Bắc Giang",07795,Phường Nếnh,Thị Xã Việt Yên,Tỉnh Bắc Giang,Phường,Thị Xã,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
259,, , , , , , ,"Thuộc Xã Tăng Tiến và Xã Hồng Thái, thị trấn Nếnh, huyện Việt Yên, tỉnh Bắc Giang",07783,Phường Hồng Thái,Thị Xã Việt Yên,Tỉnh Bắc Giang,Phường,Thị Xã,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
260,Khu công nghiệp Thành Hải,Ban Quản lý dự án đầu tư xây dựng công trình dân dụng và công nghiệp tỉnh Ninh Thuận,78 ha, ,2015,20 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Thành Hải, thành phố Phan Rang – Tháp Chàm, tỉnh Ninh Thuận.",22774,Xã Thành Hải,Thành phố Phan Rang-Tháp Chàm,Tỉnh Ninh Thuận,Xã,Thành phố,Tỉnh,58,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
261,Khu công nghiệp Becamex Bình Phước,Công ty Cổ phần Khu công nghiệp Becamex – Bình Phước,1.993 ha, , , , ,"Thuộc Xã Thành Tâm, Huyện Chơn Thành, Tỉnh Bình Phước",25433,Phường Thành Tâm,Thị xã Chơn Thành,Tỉnh Bình Phước,Phường,Thị xã,Tỉnh,70,ĐÔNG NAM BỘ,,
262,Khu công nghiệp Thới Hòa,Tổng công ty Đầu tư và Phát triển công nghiệp – TNHH Một thành viên (Becamex IDC),"202,4 ha", ,2007,30 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Thới Hòa, Thị Xã Bến Cát, Tỉnh Bình Dương ",25846,Phường Thới Hòa,Thành phố Bến Cát,Tỉnh Bình Dương,Phường,Thành phố,Tỉnh,74,ĐÔNG NAM BỘ,,
263,Khu công nghiệp Bắc Đồng Phú,Công ty Cổ phần Khu công nghiệp Bắc Đồng Phú,"189,053 ha",2059,2009,75 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc Xã Thuân Phú, Huyện Đồng Phú, Tỉnh Bình Phước ",25363,Thị trấn Tân Phú,Huyện Đồng Phú,Tỉnh Bình Phước,Thị trấn,Huyện,Tỉnh,70,ĐÔNG NAM BỘ,10.4143399,106.03944375
264,Khu công nghiệp Tiên Thanh,Công Ty Tiên Thanh ,410 ha ,2072,2022,100 USD/m2 Giá dự kiến,60 (%),"Thuộc Xã Tiên Thanh và xã Cấp Tiên, huyện Tiên Lãng, thành phố Hải Phòng",11776,Xã Tiên Thanh,Huyện Tiên Lãng,Thành phố Hải Phòng,Xã,Huyện,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
264,, , , , , , ,"Thuộc Xã Tiên Thanh và xã Cấp Tiên, huyện Tiên Lãng, thành phố Hải Phòng",11779,Xã Cấp Tiến,Huyện Tiên Lãng,Thành phố Hải Phòng,Xã,Huyện,Thành phố,31,ĐỒNG BẰNG SÔNG HỒNG,,
265,Khu công nghiệp Đồng Xoài 2,Công ty Cổ phần Quang Minh Tiến,"84,7 ha", ,2009,51 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Tiến Thành, Thành Phố Đồng Xoài, Tỉnh Bình Phước ",25210,Phường Tiến Thành,Thành phố Đồng Xoài,Tỉnh Bình Phước,Phường,Thành phố,Tỉnh,70,ĐÔNG NAM BỘ,,
266,Khu công nghiệp Vạn Thắng,Ban quản lý khu kinh tế Vân Phong,200 ha, ,2020,60 USD/m2 Dự kiến,60 (%),"Thuộc Xã Vạn Thắng, huyện Vạn Ninh, tỉnh Khánh Hòa",22516,Xã Vạn Thắng,Huyện Vạn Ninh,Tỉnh Khánh Hòa,Xã,Huyện,Tỉnh,56,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
267,Khu công nghiệp Yên Lư,Capella Land,377 ha,2071,2021,135 USD/m2 Giá chưa bao gồm VAT,70 (%),"Thuộc Xã Yên Lư, huyện Yên Dũng, tỉnh Bắc Giang",07726,Xã Yên Lư,Thành phố Bắc Giang,Tỉnh Bắc Giang,Xã,Thành phố,Tỉnh,24,TRUNG DU VÀ MIỀN NÚI PHÍA BẮC,,
268,Khu công nghiệp Yên Phong 1,Tổng Công Ty Viglacera,"658,71 ha",2055,2005,160 USD/m2 Giá chưa bao gồm VAT,60 (%),"Thuộc Xã Yên Trung, Thụy Hoà, Dũng Liệt, Tam Đa, Huyện Yên Phong, Tỉnh Bắc Ninh",09205,Xã Yên Trung,Huyện Yên Phong,Tỉnh Bắc Ninh,Xã,Huyện,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
268,, , , , , , ,"Thuộc Xã Yên Trung, Thụy Hoà, Dũng Liệt, Tam Đa, Huyện Yên Phong, Tỉnh Bắc Ninh",09208,Xã Thụy Hòa,Huyện Yên Phong,Tỉnh Bắc Ninh,Xã,Huyện,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
268,, , , , , , ,"Thuộc Xã Yên Trung, Thụy Hoà, Dũng Liệt, Tam Đa, Huyện Yên Phong, Tỉnh Bắc Ninh",09199,Xã Tam Đa,Huyện Yên Phong,Tỉnh Bắc Ninh,Xã,Huyện,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
268,, , , , , , ,"Thuộc Xã Yên Trung, Thụy Hoà, Dũng Liệt, Tam Đa, Huyện Yên Phong, Tỉnh Bắc Ninh",09196,Xã Dũng Liệt,Huyện Yên Phong,Tỉnh Bắc Ninh,Xã,Huyện,Tỉnh,27,ĐỒNG BẰNG SÔNG HỒNG,,
269,Khu công nghiệp An Phước,Công ty CP Tổng Công ty Tín Nghĩa,"200,85 ha", ,2003,160 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc ​Xã An Phước, huyện Long Thành, tỉnh Đồng Nai.",26383,Xã An Phước,Huyện Long Thành,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
270,Khu công nghiệp Dệt May Nhơn Trạch,Công ty Cổ phần Đầu tư Vinatex Tân Tạo,184ha, ,2003,150 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc ​Xã Hiệp Phước & Phước An, huyện Nhơn Trạch, tỉnh Đồng Nai",26503,Xã Phước An,Huyện Nhơn Trạch,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
270,,,, , ,,,"Thuộc ​Xã Hiệp Phước & Phước An, huyện Nhơn Trạch, tỉnh Đồng Nai",26479,Thị Trấn Hiệp Phước,Huyện Nhơn Trạch,Tỉnh Đồng Nai,Thị Trấn,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
271,Khu công nghiệp Long Đức,Công ty TNHH Đầu tư Long Đức,270 ha, ,2004,150 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc ​Xã Long Đức, huyện Long Thành, tỉnh Đồng Nai",26389,Xã Long Đức,Huyện Long Thành,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
272,Khu công nghiệp Thạnh Phú,Công ty Cổ phần Sonadezi Long Bình,"177,2ha ", ,1995,160 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc ​Xã Thạnh Phú, huyện Vĩnh Cửu, tỉnh Đồng Nai",26188,Xã Thạnh Phú,Huyện Vĩnh Cửu,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
273,Khu công nghiệp Xuân Lộc,Công ty CP Sonadezi Long Bình,"108,82 ha", ,2006,70 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc ​Xã Xuân Tâm & Xuân Hiệp, huyện Xuân Lộc, tỉnh Đồng Nai.",26449,Xã Xuân Tâm,Huyện Xuân Lộc,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
273,, , , , , , ,"Thuộc ​Xã Xuân Tâm & Xuân Hiệp, huyện Xuân Lộc, tỉnh Đồng Nai.",26455,Xã Xuân Hiệp,Huyện Xuân Lộc,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
274,Khu công nghiệp Cái Lân,Công ty Cổ phần Xi măng và Xây dựng Quảng Ninh,"301,47 ha",2047,1997,70 USD/m2 Giá chưa bao gồm VAT,60 (%,"Thuộc Đường Cái Lân, phường Bãi Cháy, Thành phố Hạ Long, Tỉnh Quảng Ninh",06673,Phường Bãi Cháy,Thành phố Hạ Long,Tỉnh Quảng Ninh,Phường,Thành phố,Tỉnh,22,ĐỒNG BẰNG SÔNG HỒNG,,
275,Khu công nghiệp Amata Biên Hòa,Công ty CP Đô thị Amata Biên Hòa,"513,01ha ", ,1994,200 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Phường Long Bình, thành phố Biên Hòa, tỉnh Đồng Nai",26020,Phường Long Bình,Thành phố Biên Hòa,Tỉnh Đồng Nai,Phường,Thành phố,Tỉnh,75,ĐÔNG NAM BỘ,,
276,Khu công nghiệp AGTEX Long Bình,Tổng Công Ty 28 ,52 ha, ,2006,45 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Phường Long Bình, TP.Biên Hòa, tỉnh Đồng Nai",26020,Phường Long Bình,Thành phố Biên Hòa,Tỉnh Đồng Nai,Phường,Thành phố,Tỉnh,75,ĐÔNG NAM BỘ,,
277,Khu công nghiệp Nhơn Trạch 2 - Lộc Khang,Công ty TNHH Thương mại và Đầu tư Lộc Khang,"69,53ha ", ,2006,60 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Thị trấn Hiệp Phước và xã Phú Hội, huyện Nhơn Trạch, tỉnh Đồng Nai",26485,Xã Phú Hội,Huyện Nhơn Trạch,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
277,,,, , ,,,"Thuộc Thị trấn Hiệp Phước và xã Phú Hội, huyện Nhơn Trạch, tỉnh Đồng Nai",26479,Thị Trấn Hiệp Phước,Huyện Nhơn Trạch,Tỉnh Đồng Nai,Thị Trấn,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
278,Khu công nghiệp Tân Phú,Công Ty Cổ Phần Tổng Công Ty Tín Nghĩa ,104 ha, ,2007,60 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Thị trấn Tân Phú, huyện Tân Phú, tỉnh Đồng Nai",26116,Thị Trấn Tân Phú,Huyện Tân Phú,Tỉnh Đồng Nai,Thị Trấn,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
279,Khu công nghiệp Gia Lách,Trung tâm Dịch vụ Hạ tầng Khu kinh tế Hà Tĩnh,350 ha, ,2007,60 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Thị trấn Xuân An, huyện Nghi Xuân, tỉnh Hà Tĩnh",18352,Thị trấn Xuân An,Huyện Nghi Xuân,Tỉnh Hà Tĩnh,Thị trấn,Huyện,Tỉnh,42,BẮC TRUNG BỘ VÀ DUYÊN HẢI MIỀN TRUNG,,
280,Khu công nghiệp Long Thành,Công ty Cổ phần Sonadezi Long Thành,"486,91 ha", ,2003,80 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã An Phước & Tam An, huyện Long Thành, tỉnh Đồng Nai",26398,Xã Tam An,Huyện Long Thành,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
280,,,, , ,,,"Thuộc Xã An Phước & Tam An, huyện Long Thành, tỉnh Đồng Nai",26383,Xã An Phước,Huyện Long Thành,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
281,Khu công nghiệp Sông Mây,Công ty CP Phát triển KCN Sông Mây,250ha, ,1999,50 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Bắc Sơn, huyện Trảng Bom, tỉnh Đồng Nai",26269,Xã Bắc Sơn,Huyện Trảng Bom,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
282,Khu công nghiệp Giang Điền,Công Ty Cổ phần Sonadezi Giang Điền,"529,2ha ",2058 ,2008,160 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Giang Điền & An Viễn, huyện Trảng Bom và Xã Tam Phước, TP.Biên Hòa, tỉnh Đồng Nai.",26293,Xã Giang Điền,Huyện Trảng Bom,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
282,, , , , , , ,"Thuộc Xã Giang Điền & An Viễn, huyện Trảng Bom và Xã Tam Phước, TP.Biên Hòa, tỉnh Đồng Nai.",26296,Xã An Viễn,Huyện Trảng Bom,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
282,, , , , , , ,"Thuộc Xã Giang Điền & An Viễn, huyện Trảng Bom và Xã Tam Phước, TP.Biên Hòa, tỉnh Đồng Nai.",26374,Phường Tam Phước,Thành phố Biên Hòa,Tỉnh Đồng Nai,Phường,Thành phố,Tỉnh,75,ĐÔNG NAM BỘ,,
283,Khu công nghiệp Nhơn Trạch 2 - Nhơn Phú,Công ty Cổ phần Địa ốc Thảo Điền,"183,18ha", ,2006,60 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Hiệp Phước & Phú Hội, huyện Nhơn Trạch, tỉnh Đồng Nai",26485,Xã Phú Hội,Huyện Nhơn Trạch,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
283,,,, , ,,,"Thuộc Xã Hiệp Phước & Phú Hội, huyện Nhơn Trạch, tỉnh Đồng Nai",26479,Thị Trấn Hiệp Phước,Huyện Nhơn Trạch,Tỉnh Đồng Nai,Thị Trấn,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
284,Khu công nghiệp Hố Nai,Công ty Cổ phần KCN Hố Nai,497ha, ,2005,140 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Hố Nai 3, huyện Trảng Bom, tỉnh Đồng Nai",26272,Xã Hố Nai 3,Huyện Trảng Bom,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
285,Khu công nghiệp Định Quán,Công ty Cổ phần KCN Định Quán,"54,35 ha", ,2004,140 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã La Ngà, huyện Định Quán, tỉnh Đồng Nai.",26227,Xã La Ngà,Huyện Định Quán,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
286,Khu công nghiệp Nhơn Trạch 6,Công ty TNHH Đầu tư Xây dựng KCN Nhơn Trạch 6A,"314,23ha", ,2005,160 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Long Thọ, huyện Nhơn Trạch, tỉnh Đồng Nai",26494,Xã Long Thọ,Huyện Nhơn Trạch,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
287,Khu công nghiệp Ông Kèo,Công ty CP Tổng Công ty Tín Nghĩa,856ha, ,2008,150 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Phước Khánh, huyện Nhơn Trạch, tỉnh Đồng Nai",26500,Xã Phước Khánh,Huyện Nhơn Trạch,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
288,Khu công nghiệp Bàu Xéo,Công Ty Cổ Phần Thống Nhất ,"499,8ha ", ,2006,120 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Sông Trầu & Tây Hòa & Đồi 61 và TT.Trảng Bom, huyện Trảng Bom, tỉnh Đồng Nai.",26275,Xã Tây Hòa,Huyện Trảng Bom,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
288,,,, , ,,,"Thuộc Xã Sông Trầu & Tây Hòa & Đồi 61 và TT.Trảng Bom, huyện Trảng Bom, tỉnh Đồng Nai.",26263,Xã Sông Trầu,Huyện Trảng Bom,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
288,, , , , , , ,"Thuộc Xã Sông Trầu & Tây Hòa & Đồi 61 và TT.Trảng Bom, huyện Trảng Bom, tỉnh Đồng Nai.",26284,Xã Đồi 61,Huyện Trảng Bom,Tỉnh Đồng Nai,Xã,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
288,, , , , , , ,"Thuộc Xã Sông Trầu & Tây Hòa & Đồi 61 và TT.Trảng Bom, huyện Trảng Bom, tỉnh Đồng Nai.",26248,Thị trấn Trảng Bom,Huyện Trảng Bom,Tỉnh Đồng Nai,Thị trấn,Huyện,Tỉnh,75,ĐÔNG NAM BỘ,,
289,Khu công nghiệp Suối Tre,Công ty Cổ phần Sonadezi An Bình,150 ha, ,2009,50 USD/m2 Chưa bao gồm VAT,60 (%0,"Thuộc Xã Suối Tre & Bảo Vinh, Thị xã Long Khánh, tỉnh Đồng Nai",26095,Phường Suối Tre,Thành phố Long Khánh,Tỉnh Đồng Nai,Phường,Thành phố,Tỉnh,75,ĐÔNG NAM BỘ,,
289,, , , , , , ,"Thuộc Xã Suối Tre & Bảo Vinh, Thị xã Long Khánh, tỉnh Đồng Nai",26098,Phường Bảo Vinh,Thành phố Long Khánh,Tỉnh Đồng Nai,Phường,Thành phố,Tỉnh,75,ĐÔNG NAM BỘ,,
290,Khu công nghiệp Long Khánh,Công Ty Cổ Phần KCN Long Khánh,"264,47ha ", ,2008,145 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Suối Tre & Bình Lộc, thị xã Long Khánh, tỉnh Đồng Nai",26089,Xã Bình Lộc,Thành phố Long Khánh,Tỉnh Đồng Nai,Xã,Thành phố,Tỉnh,75,ĐÔNG NAM BỘ,,
290,,,, , ,,,"Thuộc Xã Suối Tre & Bình Lộc, thị xã Long Khánh, tỉnh Đồng Nai",26095,Phường Suối Tre,Thành phố Long Khánh,Tỉnh Đồng Nai,Phường,Thành phố,Tỉnh,75,ĐÔNG NAM BỘ,,
291,Khu công nghiệp Tam Phước,Công ty Cổ phần Phát triển KCN Tín Nghĩa,"323,18 ha", ,2003,160 USD/m2 Chưa bao gồm VAT,60 (%),"Thuộc Xã Tam Phước, TP.Biên Hòa, tỉnh Đồng Nai",26374,Phường Tam Phước,Thành phố Biên Hòa,Tỉnh Đồng Nai,Phường,Thành phố,Tỉnh,75,ĐÔNG NAM BỘ,,
292,Khu công nghiệp An Hạ,Công Ty Cổ Phần Tư Vấn – Đầu Tư – Xây Dựng – Thương Mại – Sản Xuất Nhựt Thành,"159,06 ha", ,2014,100 USD/m2 Chưa bao gồm VAT,60 (%),"Tỉnh Lộ 10, Xã Phạm Văn Hai, Huyện Bình Chánh, TP. Hồ Chí Minh ",27598,Xã Phạm Văn Hai,Huyện Bình Chánh,Thành phố Hồ Chí Minh,Xã,Huyện,Thành phố,79,ĐÔNG NAM BỘ,10.7876991,106.5345372
